TransactionID,Date,Month,Category,Amount,MerchantName,IsAnomaly
TXN02381,2024-06-13,June,Food,3.96,Dunkin',0
TXN02382,2024-06-13,June,Food,5.36,Chipotle,0
TXN02383,2024-06-13,June,Transport,1.9,Lyft,0
TXN02384,2024-06-13,June,Transport,2.73,Valero,0
TXN02385,2024-06-13,June,Transport,2.21,Valero,0
TXN02386,2024-06-13,June,Entertainment,6.17,AMC Theaters,0
TXN02387,2024-06-13,June,Entertainment,5.44,AMC Theaters,0
TXN02388,2024-06-13,June,Shopping,5.27,Macy's,0
TXN02389,2024-06-13,June,Shopping,6.18,Costco,0
TXN02390,2024-06-14,June,Food,3.99,Panda Express,0
TXN02391,2024-06-14,June,Food,3.28,Starbucks,0
TXN02392,2024-06-14,June,Food,4.26,Shake Shack,0
TXN02393,2024-06-14,June,Transport,3.03,Hertz,0
TXN02394,2024-06-14,June,Shopping,2.94,PetSmart,0
TXN02395,2024-06-14,June,Shopping,4.14,Target,0
TXN02396,2024-06-14,June,Health,8.89,Urgent Care,0
TXN02397,2024-06-14,June,Health,5.16,Anytime Fitness,0
TXN02398,2024-06-15,June,Food,3.95,Shake Shack,0
TXN02399,2024-06-15,June,Food,5.54,Chili's,0
TXN02400,2024-06-15,June,Food,5.75,Panda Express,0
TXN02401,2024-06-15,June,Food,4.68,Olive Garden,0
TXN02402,2024-06-15,June,Food,4.94,Subway,0
TXN02403,2024-06-15,June,Transport,2.57,ParkNow,0
TXN02404,2024-06-15,June,Transport,2.17,EZPass Toll,0
TXN02405,2024-06-15,June,Transport,3.12,EZPass Toll,0
TXN02406,2024-06-15,June,Transport,2.53,Hertz,0
TXN02407,2024-06-15,June,Transport,3.37,ParkNow,0
TXN02408,2024-06-15,June,Transport,2.35,Valero,0
TXN02409,2024-06-15,June,Entertainment,6.32,HBO Max,0
TXN02410,2024-06-15,June,Entertainment,5.64,Disney+,0
TXN02411,2024-06-15,June,Shopping,4.45,IKEA,0
TXN02412,2024-06-15,June,Shopping,3.66,Gap,0
TXN02413,2024-06-15,June,Shopping,1.5,Zara,0
TXN02414,2024-06-15,June,Shopping,4.66,H&M,0
TXN02415,2024-06-15,June,Health,1.5,Urgent Care,0
TXN02416,2024-06-15,June,Utilities,10.89,AT&T,0
TXN02417,2024-06-15,June,Subscriptions,11.18,Notion,0
TXN02418,2024-06-16,June,Food,4.99,Domino's,0
TXN02419,2024-06-16,June,Food,5.33,Starbucks,0
TXN02420,2024-06-16,June,Food,4.26,Panera Bread,0
TXN02421,2024-06-16,June,Food,4.39,Panda Express,0
TXN02422,2024-06-16,June,Transport,1.62,Uber,0
TXN02423,2024-06-16,June,Transport,1.84,Hertz,0
TXN02424,2024-06-16,June,Transport,2.93,Metro Transit,0
TXN02425,2024-06-16,June,Transport,2.9,SpeedyPark,0
TXN02426,2024-06-16,June,Transport,3.76,Metro Transit,0
TXN02427,2024-06-16,June,Entertainment,2.72,ESPN+,0
TXN02428,2024-06-16,June,Shopping,5.15,HomeDepot,0
TXN02429,2024-06-16,June,Shopping,3.41,IKEA,0
TXN02430,2024-06-16,June,Shopping,3.1,Best Buy,0
TXN02431,2024-06-16,June,Health,6.17,Dental Care Plus,0
TXN02432,2024-06-16,June,Health,3.3,Anytime Fitness,0
TXN02433,2024-06-16,June,Utilities,11.34,Xfinity,0
TXN02434,2024-06-17,June,Food,4.96,Panera Bread,0
TXN02435,2024-06-17,June,Transport,2.29,BP Fuel,0
TXN02436,2024-06-17,June,Transport,3.48,Valero,0
TXN02437,2024-06-17,June,Transport,2.58,ParkNow,0
TXN02438,2024-06-17,June,Entertainment,6.74,Dave & Buster's,0
TXN02439,2024-06-17,June,Shopping,3.35,Nordstrom,0
TXN02440,2024-06-17,June,Shopping,3.74,Target,0
TXN02441,2024-06-17,June,Shopping,4.3,TJ Maxx,0
TXN02442,2024-06-17,June,Utilities,8.05,AT&T,0
TXN02443,2024-06-18,June,Housing,509.15,Riverside Rentals,0
TXN02444,2024-06-18,June,Food,4.2,Safeway,0
TXN02445,2024-06-18,June,Food,4.18,Jersey Mike's,0
TXN02446,2024-06-18,June,Food,5.73,Five Guys,0
TXN02447,2024-06-18,June,Food,5.2,Five Guys,0
TXN02448,2024-06-18,June,Food,3.15,Subway,0
TXN02449,2024-06-18,June,Food,4.93,Starbucks,0
TXN02450,2024-06-18,June,Transport,3.63,Lyft,0
TXN02451,2024-06-18,June,Transport,2.05,Shell Gas,0
TXN02452,2024-06-18,June,Entertainment,5.08,Ticketmaster,0
TXN02453,2024-06-18,June,Entertainment,5.66,Live Nation,0
TXN02454,2024-06-18,June,Entertainment,4.44,Apple TV+,0
TXN02455,2024-06-18,June,Shopping,4.17,Amazon,0
TXN02456,2024-06-18,June,Shopping,4.54,IKEA,0
TXN02457,2024-06-19,June,Food,4.51,Safeway,0
TXN02458,2024-06-19,June,Food,3.74,Tim Hortons,0
TXN02459,2024-06-19,June,Food,3.94,Starbucks,0
TXN02460,2024-06-19,June,Food,4.44,Domino's,0
TXN02461,2024-06-19,June,Food,4.8,Safeway,0
TXN02462,2024-06-19,June,Transport,1.66,Uber,0
TXN02463,2024-06-19,June,Transport,2.12,Shell Gas,0
TXN02464,2024-06-19,June,Transport,2.19,SpeedyPark,0
TXN02465,2024-06-19,June,Transport,2.76,SpeedyPark,0
TXN02466,2024-06-19,June,Transport,2.69,EZPass Toll,0
TXN02467,2024-06-19,June,Entertainment,4.86,Steam,0
TXN02468,2024-06-19,June,Entertainment,6.84,Steam,0
TXN02469,2024-06-19,June,Shopping,2.87,PetSmart,0
TXN02470,2024-06-19,June,Shopping,3.57,Zara,0
TXN02471,2024-06-19,June,Shopping,5.19,Lowe's,0
TXN02472,2024-06-19,June,Shopping,4.73,Zara,0
TXN02473,2024-06-19,June,Shopping,3.97,IKEA,0
TXN02474,2024-06-19,June,Utilities,11.44,T-Mobile,0
TXN02475,2024-06-20,June,Food,3.07,Whole Foods,0
TXN02476,2024-06-20,June,Food,4.93,Panera Bread,0
TXN02477,2024-06-20,June,Food,4.79,Jersey Mike's,0
TXN02478,2024-06-20,June,Food,4.51,Kroger,0
TXN02479,2024-06-20,June,Food,3.65,Dunkin',0
TXN02480,2024-06-20,June,Food,4.4,Starbucks,0
TXN02481,2024-06-20,June,Food,5.27,Five Guys,0
TXN02482,2024-06-20,June,Food,4.6,Panera Bread,0
TXN02483,2024-06-20,June,Transport,3.23,SpeedyPark,0
TXN02484,2024-06-20,June,Transport,2.17,Shell Gas,0
TXN02485,2024-06-20,June,Transport,2.86,Zipcar,0
TXN02486,2024-06-20,June,Transport,2.69,Valero,0
TXN02487,2024-06-20,June,Transport,1.84,Uber,0
TXN02488,2024-06-20,June,Shopping,4.97,Nike Store,0
TXN02489,2024-06-20,June,Shopping,3.3,Costco,0
TXN02490,2024-06-20,June,Shopping,3.09,Target,0
TXN02491,2024-06-20,June,Utilities,17.34,Internet Pro,0
TXN02492,2024-06-21,June,Food,3.87,Domino's,0
TXN02493,2024-06-21,June,Food,3.94,Five Guys,0
TXN02494,2024-06-21,June,Food,4.87,Jersey Mike's,0
TXN02495,2024-06-21,June,Food,3.67,McDonald's,0
TXN02496,2024-06-21,June,Food,4.25,Five Guys,0
TXN02497,2024-06-21,June,Food,3.53,Chipotle,0
TXN02498,2024-06-21,June,Food,4.89,Trader Joe's,0
TXN02499,2024-06-21,June,Transport,2.7,Chevron,0
TXN02500,2024-06-21,June,Transport,2.26,ParkNow,0
TXN02501,2024-06-21,June,Transport,2.94,Enterprise,0
TXN02502,2024-06-21,June,Transport,1.8,BP Fuel,0
TXN02503,2024-06-21,June,Transport,2.18,Sunoco,0
TXN02504,2024-06-21,June,Transport,3.22,Chevron,0
TXN02505,2024-06-21,June,Entertainment,5.03,AMC Theaters,0
TXN02506,2024-06-21,June,Entertainment,3.28,Steam,0
TXN02507,2024-06-21,June,Entertainment,6.63,Disney+,0
TXN02508,2024-06-21,June,Entertainment,2.93,Live Nation,0
TXN02509,2024-06-21,June,Shopping,2.52,TJ Maxx,0
TXN02510,2024-06-21,June,Shopping,5.01,Old Navy,0
TXN02511,2024-06-21,June,Health,1.5,Dental Care Plus,0
TXN02512,2024-06-21,June,Health,4.36,Dental Care Plus,0
TXN02513,2024-06-21,June,Utilities,8.13,Xfinity,0
TXN02514,2024-06-22,June,Food,4.27,Domino's,0
TXN02515,2024-06-22,June,Food,5.16,Tim Hortons,0
TXN02516,2024-06-22,June,Food,4.0,Panera Bread,0
TXN02517,2024-06-22,June,Food,5.31,Tim Hortons,0
TXN02518,2024-06-22,June,Transport,2.82,Metro Transit,0
TXN02519,2024-06-22,June,Transport,1.9,Chevron,0
TXN02520,2024-06-22,June,Transport,1.5,ParkNow,0
TXN02521,2024-06-22,June,Transport,1.6,SpeedyPark,0
TXN02522,2024-06-22,June,Transport,4.19,Sunoco,0
TXN02523,2024-06-22,June,Transport,3.41,SpeedyPark,0
TXN02524,2024-06-22,June,Transport,3.31,Shell Gas,0
TXN02525,2024-06-22,June,Entertainment,6.52,Steam,0
TXN02526,2024-06-22,June,Entertainment,5.44,Apple TV+,0
TXN02527,2024-06-22,June,Shopping,6.16,Etsy,0
TXN02528,2024-06-22,June,Health,7.41,Rite Aid,0
TXN02529,2024-06-22,June,Health,9.45,Rite Aid,0
TXN02530,2024-06-23,June,Food,5.26,Safeway,0
TXN02531,2024-06-23,June,Food,4.94,Trader Joe's,0
TXN02532,2024-06-23,June,Food,3.35,Chili's,0
TXN02533,2024-06-23,June,Food,5.37,Jersey Mike's,0
TXN02534,2024-06-23,June,Food,4.82,Safeway,0
TXN02535,2024-06-23,June,Transport,4.1,Lyft,0
TXN02536,2024-06-23,June,Transport,3.53,EZPass Toll,0
TXN02537,2024-06-23,June,Transport,2.32,BP Fuel,0
TXN02538,2024-06-23,June,Transport,3.39,Uber,0
TXN02539,2024-06-23,June,Entertainment,7.46,Apple TV+,0
TXN02540,2024-06-23,June,Shopping,4.82,Gap,0
TXN02541,2024-06-23,June,Shopping,5.67,Amazon,0
TXN02542,2024-06-23,June,Shopping,2.32,Lowe's,0
TXN02543,2024-06-23,June,Shopping,5.44,Walmart,0
TXN02544,2024-06-23,June,Health,7.24,Rite Aid,0
TXN02545,2024-06-24,June,Housing,520.64,Sunshine Apartments,0
TXN02546,2024-06-24,June,Food,4.27,Dunkin',0
TXN02547,2024-06-24,June,Food,3.73,Safeway,0
TXN02548,2024-06-24,June,Food,4.92,Chili's,0
TXN02549,2024-06-24,June,Food,4.69,Dunkin',0
TXN02550,2024-06-24,June,Transport,2.06,Valero,0
TXN02551,2024-06-24,June,Entertainment,5.25,Netflix,0
TXN02552,2024-06-24,June,Shopping,5.84,Old Navy,0
TXN02553,2024-06-24,June,Shopping,2.43,Gap,0
TXN02554,2024-06-24,June,Shopping,5.88,Gap,0
TXN02555,2024-06-24,June,Shopping,6.08,Macy's,0
TXN02556,2024-06-24,June,Shopping,2.97,HomeDepot,0
TXN02557,2024-06-24,June,Shopping,3.54,PetSmart,0
TXN02558,2024-06-24,June,Shopping,4.76,Target,0
TXN02559,2024-06-24,June,Shopping,1.87,PetSmart,0
TXN02560,2024-06-24,June,Health,7.19,Mayo Clinic Portal,0
TXN02561,2024-06-24,June,Utilities,6.46,T-Mobile,0
TXN02562,2024-06-24,June,Utilities,9.42,Verizon,0
TXN02563,2024-06-24,June,Subscriptions,6.16,Grammarly,0
TXN02564,2024-06-24,June,Subscriptions,8.47,LinkedIn Premium,0
TXN02565,2024-06-25,June,Food,3.5,Whole Foods,0
TXN02566,2024-06-25,June,Food,4.48,McDonald's,0
TXN02567,2024-06-25,June,Food,3.88,FreshMart,0
TXN02568,2024-06-25,June,Food,5.34,FreshMart,0
TXN02569,2024-06-25,June,Food,4.18,Panda Express,0
TXN02570,2024-06-25,June,Transport,2.41,Zipcar,0
TXN02571,2024-06-25,June,Transport,2.5,Lyft,0
TXN02572,2024-06-25,June,Transport,3.35,Zipcar,0
TXN02573,2024-06-25,June,Transport,3.17,EZPass Toll,0
TXN02574,2024-06-25,June,Entertainment,5.05,Dave & Buster's,0
TXN02575,2024-06-25,June,Entertainment,5.04,Hulu,0
TXN02576,2024-06-25,June,Shopping,1.5,eBay,0
TXN02577,2024-06-25,June,Shopping,4.26,Macy's,0
TXN02578,2024-06-25,June,Health,7.4,CVS Pharmacy,0
TXN02579,2024-06-25,June,Utilities,8.36,Water Dept,0
TXN02580,2024-06-26,June,Food,5.27,Trader Joe's,0
TXN02581,2024-06-26,June,Food,3.0,Kroger,0
TXN02582,2024-06-26,June,Food,4.77,Trader Joe's,0
TXN02583,2024-06-26,June,Food,5.19,Safeway,0
TXN02584,2024-06-26,June,Food,3.94,FreshMart,0
TXN02585,2024-06-26,June,Transport,2.7,Sunoco,0
TXN02586,2024-06-26,June,Transport,2.11,SpeedyPark,0
TXN02587,2024-06-26,June,Transport,2.8,Uber,0
TXN02588,2024-06-26,June,Transport,3.52,Circle K,0
TXN02589,2024-06-26,June,Transport,3.36,BP Fuel,0
TXN02590,2024-06-26,June,Transport,3.4,Uber,0
TXN02591,2024-06-26,June,Entertainment,5.81,Dave & Buster's,0
TXN02592,2024-06-26,June,Shopping,4.32,Nike Store,0
TXN02593,2024-06-26,June,Shopping,3.31,Walmart,0
TXN02594,2024-06-26,June,Health,13.13,Planet Fitness,0
TXN02595,2024-06-26,June,Utilities,4.9,Verizon,0
TXN02596,2024-06-26,June,Subscriptions,6.11,Grammarly,0
TXN02597,2024-06-27,June,Food,4.89,Subway,0
TXN02598,2024-06-27,June,Food,3.82,Safeway,0
TXN02599,2024-06-27,June,Food,3.14,Chili's,0
TXN02600,2024-06-27,June,Food,4.69,Subway,0
TXN02601,2024-06-27,June,Food,5.29,FreshMart,0
TXN02602,2024-06-27,June,Food,2.67,Chili's,0
TXN02603,2024-06-27,June,Food,3.78,McDonald's,0
TXN02604,2024-06-27,June,Food,4.67,Panera Bread,0
TXN02605,2024-06-27,June,Food,3.32,Olive Garden,0
TXN02606,2024-06-27,June,Transport,3.06,ParkNow,0
TXN02607,2024-06-27,June,Transport,3.01,BP Fuel,0
TXN02608,2024-06-27,June,Transport,2.93,BP Fuel,0
TXN02609,2024-06-27,June,Shopping,4.13,Old Navy,0
TXN02610,2024-06-27,June,Health,3.36,Rite Aid,0
TXN02611,2024-06-27,June,Health,3.43,Rite Aid,0
TXN02612,2024-06-28,June,Food,5.31,FreshMart,0
TXN02613,2024-06-28,June,Food,4.43,Chipotle,0
TXN02614,2024-06-28,June,Food,4.04,Tim Hortons,0
TXN02615,2024-06-28,June,Transport,3.8,Hertz,0
TXN02616,2024-06-28,June,Transport,2.24,Metro Transit,0
TXN02617,2024-06-28,June,Transport,2.66,Shell Gas,0
TXN02618,2024-06-28,June,Transport,1.5,EZPass Toll,0
TXN02619,2024-06-28,June,Transport,1.98,EZPass Toll,0
TXN02620,2024-06-28,June,Entertainment,5.47,Ticketmaster,0
TXN02621,2024-06-28,June,Entertainment,4.59,Bowling Alley,0
TXN02622,2024-06-28,June,Shopping,5.79,IKEA,0
TXN02623,2024-06-28,June,Shopping,2.74,Old Navy,0
TXN02624,2024-06-28,June,Shopping,4.53,Macy's,0
TXN02625,2024-06-28,June,Shopping,3.11,HomeDepot,0
TXN02626,2024-06-28,June,Shopping,2.65,PetSmart,0
TXN02627,2024-06-28,June,Shopping,2.89,Nordstrom,0
TXN02628,2024-06-28,June,Shopping,8.29,Walmart,0
TXN02629,2024-06-28,June,Shopping,3.35,IKEA,0
TXN02630,2024-06-28,June,Transport,614.73,Uber,1
TXN02631,2024-06-29,June,Food,4.19,Jersey Mike's,0
TXN02632,2024-06-29,June,Food,4.14,Safeway,0
TXN02633,2024-06-29,June,Food,4.08,Starbucks,0
TXN02634,2024-06-29,June,Food,4.07,Chili's,0
TXN02635,2024-06-29,June,Food,4.38,Trader Joe's,0
TXN02636,2024-06-29,June,Food,6.03,Safeway,0
TXN02637,2024-06-29,June,Food,3.82,Trader Joe's,0
TXN02638,2024-06-29,June,Food,4.14,Dunkin',0
TXN02639,2024-06-29,June,Transport,3.61,Enterprise,0
TXN02640,2024-06-29,June,Transport,2.71,BP Fuel,0
TXN02641,2024-06-29,June,Shopping,4.07,Macy's,0
TXN02642,2024-06-29,June,Shopping,4.21,Amazon,0
TXN02643,2024-06-29,June,Shopping,5.81,Target,0
TXN02644,2024-06-29,June,Utilities,1.63,City Electric Co,0
TXN02645,2024-06-30,June,Food,4.65,Olive Garden,0
TXN02646,2024-06-30,June,Food,4.86,Olive Garden,0
TXN02647,2024-06-30,June,Food,4.37,Trader Joe's,0
TXN02648,2024-06-30,June,Food,3.68,Chipotle,0
TXN02649,2024-06-30,June,Transport,2.62,Enterprise,0
TXN02650,2024-06-30,June,Transport,2.93,Hertz,0
TXN02651,2024-06-30,June,Transport,3.51,Circle K,0
TXN02652,2024-06-30,June,Transport,3.21,BP Fuel,0
TXN02653,2024-06-30,June,Transport,2.58,Metro Transit,0
TXN02654,2024-06-30,June,Shopping,2.28,Old Navy,0
TXN02655,2024-06-30,June,Health,3.19,Planet Fitness,0
TXN02656,2024-06-30,June,Health,7.46,Planet Fitness,0
TXN02657,2024-07-01,July,Food,6.5,Panera Bread,0
TXN02658,2024-07-01,July,Food,5.69,Panera Bread,0
TXN02659,2024-07-01,July,Food,4.81,Dunkin',0
TXN02660,2024-07-01,July,Food,5.21,Safeway,0
TXN02661,2024-07-01,July,Transport,2.14,Valero,0
TXN02662,2024-07-01,July,Transport,4.38,Hertz,0
TXN02663,2024-07-01,July,Entertainment,3.81,Dave & Buster's,0
TXN02664,2024-07-01,July,Shopping,4.74,Best Buy,0
TXN02665,2024-07-01,July,Shopping,6.45,Amazon,0
TXN02666,2024-07-01,July,Shopping,1.52,Nike Store,0
TXN02667,2024-07-01,July,Shopping,4.35,Best Buy,0
TXN02668,2024-07-02,July,Food,5.89,Trader Joe's,0
TXN02669,2024-07-02,July,Food,5.31,Domino's,0
TXN02670,2024-07-02,July,Food,5.77,Five Guys,0
TXN02671,2024-07-02,July,Transport,2.87,Chevron,0
TXN02672,2024-07-02,July,Transport,3.76,Metro Transit,0
TXN02673,2024-07-02,July,Transport,2.76,Valero,0
TXN02674,2024-07-02,July,Entertainment,8.23,Ticketmaster,0
TXN02675,2024-07-02,July,Entertainment,7.19,Netflix,0
TXN02676,2024-07-02,July,Entertainment,5.7,Regal Cinemas,0
TXN02677,2024-07-02,July,Entertainment,3.94,Spotify,0
TXN02678,2024-07-02,July,Shopping,7.2,Lowe's,0
TXN02679,2024-07-02,July,Shopping,2.36,Walmart,0
TXN02680,2024-07-02,July,Shopping,4.59,Costco,0
TXN02681,2024-07-02,July,Health,10.15,CVS Pharmacy,0
TXN02682,2024-07-02,July,Health,13.47,Walgreens,0
TXN02683,2024-07-03,July,Housing,262.07,Sunshine Apartments,0
TXN02684,2024-07-03,July,Food,5.57,Safeway,0
TXN02685,2024-07-03,July,Food,5.64,Kroger,0
TXN02686,2024-07-03,July,Transport,3.01,EZPass Toll,0
TXN02687,2024-07-03,July,Transport,2.91,Zipcar,0
TXN02688,2024-07-03,July,Transport,1.79,BP Fuel,0
TXN02689,2024-07-03,July,Entertainment,5.74,AMC Theaters,0
TXN02690,2024-07-03,July,Shopping,4.54,Gap,0
TXN02691,2024-07-03,July,Shopping,5.45,Target,0
TXN02692,2024-07-03,July,Shopping,5.57,Etsy,0
TXN02693,2024-07-03,July,Shopping,3.06,Zara,0
TXN02694,2024-07-03,July,Shopping,5.6,Target,0
TXN02695,2024-07-03,July,Shopping,4.06,eBay,0
TXN02696,2024-07-03,July,Shopping,4.63,H&M,0
TXN02697,2024-07-03,July,Subscriptions,9.44,Dropbox,0
TXN02698,2024-07-03,July,Food,802.33,Local Bistro,1
TXN02699,2024-07-04,July,Food,4.79,Dunkin',0
TXN02700,2024-07-04,July,Food,4.36,Safeway,0
TXN02701,2024-07-04,July,Food,4.18,Five Guys,0
TXN02702,2024-07-04,July,Food,3.77,Chili's,0
TXN02703,2024-07-04,July,Food,5.35,Domino's,0
TXN02704,2024-07-04,July,Food,5.43,Subway,0
TXN02705,2024-07-04,July,Food,5.61,Starbucks,0
TXN02706,2024-07-04,July,Food,4.51,Panera Bread,0
TXN02707,2024-07-04,July,Food,4.92,Chipotle,0
TXN02708,2024-07-04,July,Food,5.57,Safeway,0
TXN02709,2024-07-04,July,Transport,2.69,Sunoco,0
TXN02710,2024-07-04,July,Transport,3.04,Hertz,0
TXN02711,2024-07-04,July,Transport,1.99,Circle K,0
TXN02712,2024-07-04,July,Entertainment,4.69,Ticketmaster,0
TXN02713,2024-07-04,July,Shopping,5.82,Nike Store,0
TXN02714,2024-07-04,July,Health,10.75,Vision Works,0
TXN02715,2024-07-04,July,Health,1.83,Anytime Fitness,0
TXN02716,2024-07-04,July,Utilities,15.2,Water Dept,0
TXN02717,2024-07-04,July,Utilities,2.72,Internet Pro,0
TXN02718,2024-07-05,July,Food,4.33,Olive Garden,0
TXN02719,2024-07-05,July,Food,5.18,FreshMart,0
TXN02720,2024-07-05,July,Food,3.63,FreshMart,0
TXN02721,2024-07-05,July,Transport,3.14,Lyft,0
TXN02722,2024-07-05,July,Transport,3.33,BP Fuel,0
TXN02723,2024-07-05,July,Transport,2.86,Shell Gas,0
TXN02724,2024-07-05,July,Transport,3.86,Enterprise,0
TXN02725,2024-07-05,July,Entertainment,2.24,Apple TV+,0
TXN02726,2024-07-05,July,Entertainment,6.17,Bowling Alley,0
TXN02727,2024-07-05,July,Entertainment,6.4,AMC Theaters,0
TXN02728,2024-07-05,July,Entertainment,4.23,Hulu,0
TXN02729,2024-07-05,July,Shopping,5.29,Etsy,0
TXN02730,2024-07-05,July,Shopping,4.78,Amazon,0
TXN02731,2024-07-05,July,Shopping,4.59,Zara,0
TXN02732,2024-07-05,July,Health,4.69,Planet Fitness,0
TXN02733,2024-07-05,July,Utilities,16.91,AT&T,0
TXN02734,2024-07-06,July,Food,5.77,Jersey Mike's,0
TXN02735,2024-07-06,July,Food,4.8,Five Guys,0
TXN02736,2024-07-06,July,Food,5.12,Kroger,0
TXN02737,2024-07-06,July,Food,4.1,Whole Foods,0
TXN02738,2024-07-06,July,Food,5.02,Panda Express,0
TXN02739,2024-07-06,July,Food,4.7,Jersey Mike's,0
TXN02740,2024-07-06,July,Food,6.71,Whole Foods,0
TXN02741,2024-07-06,July,Transport,3.0,Lyft,0
TXN02742,2024-07-06,July,Transport,2.1,Lyft,0
TXN02743,2024-07-06,July,Entertainment,5.64,Hulu,0
TXN02744,2024-07-06,July,Entertainment,4.66,Bowling Alley,0
TXN02745,2024-07-06,July,Shopping,5.5,Nike Store,0
TXN02746,2024-07-06,July,Health,8.53,Anytime Fitness,0
TXN02747,2024-07-06,July,Health,5.29,Planet Fitness,0
TXN02748,2024-07-06,July,Utilities,15.03,Xfinity,0
TXN02749,2024-07-07,July,Food,7.03,Chili's,0
TXN02750,2024-07-07,July,Food,4.48,Chipotle,0
TXN02751,2024-07-07,July,Food,3.62,Safeway,0
TXN02752,2024-07-07,July,Food,5.93,Tim Hortons,0
TXN02753,2024-07-07,July,Food,6.64,FreshMart,0
TXN02754,2024-07-07,July,Transport,2.76,Enterprise,0
TXN02755,2024-07-07,July,Entertainment,4.07,Disney+,0
TXN02756,2024-07-07,July,Shopping,8.5,Nike Store,0
TXN02757,2024-07-07,July,Shopping,2.13,Best Buy,0
TXN02758,2024-07-07,July,Shopping,5.7,Zara,0
TXN02759,2024-07-07,July,Shopping,5.37,Walmart,0
TXN02760,2024-07-07,July,Shopping,4.45,Etsy,0
TXN02761,2024-07-07,July,Health,15.57,Dr. Smith MD,0
TXN02762,2024-07-07,July,Health,4.82,Planet Fitness,0
TXN02763,2024-07-07,July,Health,4.6,Rite Aid,0
TXN02764,2024-07-08,July,Food,4.26,Chili's,0
TXN02765,2024-07-08,July,Food,5.55,Shake Shack,0
TXN02766,2024-07-08,July,Food,3.68,Jersey Mike's,0
TXN02767,2024-07-08,July,Food,5.4,Starbucks,0
TXN02768,2024-07-08,July,Transport,1.56,Sunoco,0
TXN02769,2024-07-08,July,Transport,3.76,Zipcar,0
TXN02770,2024-07-08,July,Transport,2.55,Metro Transit,0
TXN02771,2024-07-08,July,Transport,3.36,Metro Transit,0
TXN02772,2024-07-08,July,Shopping,2.98,Target,0
TXN02773,2024-07-08,July,Health,11.04,Walgreens,0
TXN02774,2024-07-08,July,Food,905.44,Local Bistro,1
TXN02775,2024-07-09,July,Food,3.8,Dunkin',0
TXN02776,2024-07-09,July,Food,4.07,Domino's,0
TXN02777,2024-07-09,July,Food,4.64,Olive Garden,0
TXN02778,2024-07-09,July,Food,4.17,Jersey Mike's,0
TXN02779,2024-07-09,July,Food,4.44,Whole Foods,0
TXN02780,2024-07-09,July,Transport,2.48,Chevron,0
TXN02781,2024-07-09,July,Transport,2.68,Chevron,0
TXN02782,2024-07-09,July,Transport,2.3,Metro Transit,0
TXN02783,2024-07-09,July,Entertainment,3.84,Steam,0
TXN02784,2024-07-09,July,Entertainment,5.68,Bowling Alley,0
TXN02785,2024-07-09,July,Health,5.84,Planet Fitness,0
TXN02786,2024-07-10,July,Transport,4.23,Valero,0
TXN02787,2024-07-10,July,Entertainment,3.83,ESPN+,0
TXN02788,2024-07-10,July,Entertainment,6.99,Hulu,0
TXN02789,2024-07-10,July,Shopping,1.54,H&M,0
TXN02790,2024-07-10,July,Shopping,8.24,PetSmart,0
TXN02791,2024-07-10,July,Shopping,7.79,TJ Maxx,0
TXN02792,2024-07-10,July,Shopping,6.86,Old Navy,0
TXN02793,2024-07-10,July,Shopping,4.74,Target,0
TXN02794,2024-07-10,July,Health,15.26,Gold's Gym,0
TXN02795,2024-07-11,July,Housing,230.85,Sunshine Apartments,0
TXN02796,2024-07-11,July,Food,4.96,Jersey Mike's,0
TXN02797,2024-07-11,July,Food,6.38,Panda Express,0
TXN02798,2024-07-11,July,Food,5.18,Trader Joe's,0
TXN02799,2024-07-11,July,Food,3.86,Panda Express,0
TXN02800,2024-07-11,July,Transport,1.6,Enterprise,0
TXN02801,2024-07-11,July,Transport,2.2,Circle K,0
TXN02802,2024-07-11,July,Transport,2.77,Sunoco,0
TXN02803,2024-07-11,July,Entertainment,5.23,Disney+,0
TXN02804,2024-07-11,July,Entertainment,4.1,Disney+,0
TXN02805,2024-07-11,July,Entertainment,7.19,Disney+,0
TXN02806,2024-07-11,July,Shopping,4.85,PetSmart,0
TXN02807,2024-07-11,July,Shopping,6.66,Nike Store,0
TXN02808,2024-07-11,July,Shopping,3.74,Lowe's,0
TXN02809,2024-07-11,July,Health,3.68,Vision Works,0
TXN02810,2024-07-11,July,Health,1.83,Dental Care Plus,0
TXN02811,2024-07-11,July,Utilities,15.32,Water Dept,0
TXN02812,2024-07-11,July,Subscriptions,4.82,LinkedIn Premium,0
TXN02813,2024-07-12,July,Food,4.31,Dunkin',0
TXN02814,2024-07-12,July,Food,5.42,Olive Garden,0
TXN02815,2024-07-12,July,Food,5.47,Dunkin',0
TXN02816,2024-07-12,July,Food,5.47,Shake Shack,0
TXN02817,2024-07-12,July,Food,5.25,Trader Joe's,0
TXN02818,2024-07-12,July,Transport,2.25,Chevron,0
TXN02819,2024-07-12,July,Transport,1.56,Zipcar,0
TXN02820,2024-07-12,July,Transport,2.89,EZPass Toll,0
TXN02821,2024-07-12,July,Entertainment,6.51,Regal Cinemas,0
TXN02822,2024-07-12,July,Shopping,1.52,eBay,0
TXN02823,2024-07-12,July,Health,3.39,Dr. Smith MD,0
TXN02824,2024-07-12,July,Health,8.96,Mayo Clinic Portal,0
TXN02825,2024-07-12,July,Subscriptions,6.95,Adobe CC,0
TXN02826,2024-07-12,July,Entertainment,716.48,Ticketmaster,1
